Keywords,Date and Time,Source,Event ID,Task Category
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\en\Microsoft.PowerShell.PackageManagement.resources.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\en\Microsoft.PackageManagement.CoreProviders.resources.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\PackageManagement.psd1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\Microsoft.PackageManagement.CoreProviders.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\Microsoft.PackageManagement.ArchiverProviders.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\Microsoft.PackageManagement.MsuProvider.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\PackageProviderFunctions.psm1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\PackageManagement.format.ps1xml
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\Microsoft.PackageManagement.MetaProvider.PowerShell.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\Microsoft.PackageManagement.MsiProvider.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\Microsoft.PackageManagement.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\Microsoft.PowerShell.PackageManagement.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files\WindowsPowerShell\Modules\PowerShellGet\1.0.0.1\en-US\PSGet.Resource.psd1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files\WindowsPowerShell\Modules\PowerShellGet\1.0.0.1\PSGet.Resource.psd1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files\WindowsPowerShell\Modules\PowerShellGet\1.0.0.1\PSGet.Format.ps1xml
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files\WindowsPowerShell\Modules\PowerShellGet\1.0.0.1\PSModule.psm1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files\WindowsPowerShell\Modules\PowerShellGet\1.0.0.1\PowerShellGet.psd1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\en\Microsoft.PackageManagement.MsiProvider.resources.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\en\Microsoft.PackageManagement.resources.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\en\Microsoft.PackageManagement.MsuProvider.resources.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\en\Microsoft.PackageManagement.ArchiverProviders.resources.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\en\Microsoft.PackageManagement.MetaProvider.PowerShell.resources.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\en\Microsoft.PackageManagement.CoreProviders.resources.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\en\Microsoft.PowerShell.PackageManagement.resources.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\PackageManagement.psd1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\Microsoft.PackageManagement.CoreProviders.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\Microsoft.PackageManagement.ArchiverProviders.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\Microsoft.PackageManagement.MsuProvider.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\PackageProviderFunctions.psm1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\PackageManagement.format.ps1xml
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\Microsoft.PackageManagement.MetaProvider.PowerShell.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\Microsoft.PackageManagement.MsiProvider.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\Microsoft.PackageManagement.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PackageManagement\1.0.0.1\Microsoft.PowerShell.PackageManagement.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PowerShellGet\1.0.0.1\en-US\PSGet.Resource.psd1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PowerShellGet\1.0.0.1\PSGet.Resource.psd1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PowerShellGet\1.0.0.1\PSGet.Format.ps1xml
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PowerShellGet\1.0.0.1\PSModule.psm1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Program Files (x86)\WindowsPowerShell\Modules\PowerShellGet\1.0.0.1\PowerShellGet.psd1
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	S:AI
	New Security Descriptor:		"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\en\powershell_ise.resources.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\en-US\pwrshmsg.dll.mui
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\en-US\default.help.txt
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success,11/24/2019 10:14:07 AM,Microsoft-Windows-Security-Auditing,4907,Audit Policy Change,"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\en-US\PSEvents.dll.mui
	Handle ID:	0x1c

Process Information:
	Process ID:	0x984
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
