Level,Date and Time,Source,Event ID,Task Category
Information,12/9/2019 4:07:22 PM,EventLog,6005,None,The Event log service was started.
Information,12/9/2019 4:07:22 PM,EventLog,6009,None,Microsoft (R) Windows (R) 6.01. 7601 Service Pack 1 Multiprocessor Free.
Error,12/9/2019 4:07:22 PM,EventLog,6008,None,The previous system shutdown at 4:06:32 PM on ‎12/‎9/‎2019 was unexpected.
Information,12/9/2019 4:07:14 PM,Microsoft-Windows-Kernel-General,12,None,The operating system started at system time ‎2019‎-‎12‎-‎09T16:07:14.484375000Z.
Information,12/9/2019 4:06:22 PM,Service Control Manager,7036,None,The winlogbeat service entered the running state.
Information,12/9/2019 4:06:15 PM,Service Control Manager,7036,None,The winlogbeat service entered the stopped state.
Information,12/9/2019 4:04:34 PM,Service Control Manager,7036,None,The winlogbeat service entered the running state.
Information,12/9/2019 4:04:28 PM,Service Control Manager,7036,None,The winlogbeat service entered the stopped state.
Information,12/9/2019 3:30:59 PM,Service Control Manager,7036,None,The Application Experience service entered the stopped state.
Information,12/9/2019 3:29:58 PM,Service Control Manager,7036,None,The Windows Modules Installer service entered the stopped state.
Information,12/9/2019 3:29:58 PM,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information,12/9/2019 3:29:57 PM,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information,12/9/2019 3:26:50 PM,Service Control Manager,7036,None,The winlogbeat service entered the running state.
Information,12/9/2019 3:25:18 PM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/9/2019 3:21:09 PM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information,12/9/2019 3:18:57 PM,Service Control Manager,7036,None,The Application Experience service entered the running state.
Information,12/9/2019 3:12:52 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,12/9/2019 3:04:45 PM,Service Control Manager,7036,None,The Google Update Service (gupdate) service entered the stopped state.
Information,12/9/2019 3:04:43 PM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/9/2019 3:04:42 PM,Service Control Manager,7036,None,The Google Update Service (gupdate) service entered the running state.
Information,12/9/2019 2:48:25 PM,Service Control Manager,7036,None,The Application Experience service entered the stopped state.
Information,12/9/2019 2:41:13 PM,Service Control Manager,7036,None,The Windows Error Reporting Service service entered the stopped state.
Information,12/9/2019 2:39:12 PM,Service Control Manager,7036,None,The Windows Error Reporting Service service entered the running state.
Information,12/9/2019 2:34:20 PM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  winlogbeat
Service File Name:  ""C:\Program Files\Winlogbeat\winlogbeat.exe"" -c ""C:\Program Files\Winlogbeat\winlogbeat.yml"" -path.home ""C:\Program Files\Winlogbeat"" -path.data ""C:\ProgramData\winlogbeat"" -path.logs ""C:\ProgramData\winlogbeat\logs"" -E logging.files.redirect_stderr=true
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
Information,12/9/2019 2:18:57 PM,Service Control Manager,7036,None,The Application Experience service entered the running state.
Information,12/9/2019 2:15:18 PM,Service Control Manager,7036,None,The WMI Performance Adapter service entered the stopped state.
Information,12/9/2019 2:12:16 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,12/9/2019 2:09:43 PM,Service Control Manager,7036,None,The WMI Performance Adapter service entered the running state.
Information,12/9/2019 2:09:19 PM,Service Control Manager,7036,None,The WMI Performance Adapter service entered the stopped state.
Information,12/9/2019 2:06:29 PM,Service Control Manager,7036,None,The WMI Performance Adapter service entered the running state.
Information,12/9/2019 2:03:19 PM,Service Control Manager,7036,None,The Application Experience service entered the stopped state.
Information,12/9/2019 1:53:10 PM,Service Control Manager,7036,None,The Application Experience service entered the running state.
Information,12/9/2019 1:39:28 PM,Service Control Manager,7036,None,The Application Experience service entered the stopped state.
Information,12/9/2019 1:29:29 PM,Service Control Manager,7036,None,The Windows Modules Installer service entered the running state.
Information,12/9/2019 1:29:28 PM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/9/2019 1:18:58 PM,Service Control Manager,7036,None,The Application Experience service entered the running state.
Information,12/9/2019 12:28:58 PM,Service Control Manager,7036,None,The Application Experience service entered the stopped state.
Information,12/9/2019 12:18:58 PM,Service Control Manager,7036,None,The Application Experience service entered the running state.
Information,12/9/2019 12:00:00 PM,EventLog,6013,None,The system uptime is 33361 seconds.
Information,12/9/2019 11:28:56 AM,Service Control Manager,7036,None,The Application Experience service entered the stopped state.
Information,12/9/2019 11:18:56 AM,Service Control Manager,7036,None,The Application Experience service entered the running state.
Information,12/9/2019 10:50:04 AM,Service Control Manager,7036,None,The Windows Modules Installer service entered the stopped state.
Information,12/9/2019 10:50:04 AM,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information,12/9/2019 10:50:03 AM,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information,12/9/2019 10:45:01 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/9/2019 10:40:01 AM,Service Control Manager,7036,None,The Windows Modules Installer service entered the running state.
Information,12/9/2019 10:40:01 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/9/2019 10:28:56 AM,Service Control Manager,7036,None,The Application Experience service entered the stopped state.
Information,12/9/2019 10:18:56 AM,Service Control Manager,7036,None,The Application Experience service entered the running state.
Information,12/9/2019 10:16:15 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information,12/9/2019 10:03:46 AM,Service Control Manager,7036,None,The Windows Time service entered the stopped state.
Information,12/9/2019 10:03:46 AM,Microsoft-Windows-Kernel-General,1,None,The system time has changed to ‎2019‎-‎12‎-‎09T10:03:46.651000000Z from ‎2019‎-‎12‎-‎09T10:03:46.651625000Z.
Information,12/9/2019 10:03:46 AM,Microsoft-Windows-Kernel-General,1,None,The system time has changed to ‎2019‎-‎12‎-‎09T10:03:46.636000000Z from ‎2019‎-‎12‎-‎09T10:03:46.636629700Z.
Information,12/9/2019 10:03:46 AM,Microsoft-Windows-Time-Service,35,None,"The time service is now synchronizing the system time with the time source time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->51.145.123.29:123)."
Information,12/9/2019 10:03:46 AM,Microsoft-Windows-Kernel-General,1,None,The system time has changed to ‎2019‎-‎12‎-‎09T10:03:46.636629700Z from ‎2019‎-‎12‎-‎09T10:03:55.724282000Z.
Information,12/9/2019 10:03:55 AM,Microsoft-Windows-Time-Service,37,None,"The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->51.145.123.29:123)."
Information,12/9/2019 9:59:44 AM,Service Control Manager,7036,None,The Google Update Service (gupdate) service entered the stopped state.
Information,12/9/2019 9:59:40 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/9/2019 9:59:40 AM,Service Control Manager,7036,None,The Google Update Service (gupdate) service entered the running state.
Information,12/9/2019 9:53:40 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/9/2019 9:49:00 AM,Microsoft-Windows-Iphlpsvc,4200,None,Isatap interface isatap.zion.js with address fe80::5efe:172.24.0.109 has been brought up.
Information,12/9/2019 9:48:57 AM,Service Control Manager,7036,None,The TCP/IP NetBIOS Helper service entered the running state.
Information,12/9/2019 9:48:53 AM,Service Control Manager,7036,None,The TCP/IP NetBIOS Helper service entered the stopped state.
Information,12/9/2019 9:48:53 AM,Service Control Manager,7042,None,"The TCP/IP NetBIOS Helper service was successfully sent a stop control.

 The reason specified was: 0x40030011 [Operating System: Network Connectivity (Planned)]

 Comment: None"
Information,12/9/2019 9:48:52 AM,Service Control Manager,7036,None,The Windows Time service entered the running state.
Information,12/9/2019 9:48:52 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/9/2019 9:48:52 AM,Microsoft-Windows-Kernel-General,1,None,The system time has changed to ‎2019‎-‎12‎-‎09T09:48:52.742000000Z from ‎2019‎-‎12‎-‎06T14:01:23.944300300Z.
Information,12/6/2019 2:01:23 PM,Microsoft-Windows-Iphlpsvc,4201,None,Isatap interface isatap.zion.js is no longer active.
Information,12/9/2019 9:48:52 AM,EventLog,6013,None,The system uptime is 25484 seconds.
Information,12/6/2019 1:28:56 PM,Service Control Manager,7036,None,The Application Experience service entered the stopped state.
Information,12/6/2019 1:18:56 PM,Service Control Manager,7036,None,The Application Experience service entered the running state.
Information,12/6/2019 12:28:56 PM,Service Control Manager,7036,None,The Application Experience service entered the stopped state.
Information,12/6/2019 12:18:56 PM,Service Control Manager,7036,None,The Application Experience service entered the running state.
Information,12/6/2019 12:00:00 PM,EventLog,6013,None,The system uptime is 18201 seconds.
Information,12/6/2019 11:59:54 AM,EventLog,6013,None,The system uptime is 18195 seconds.
